name,window.start,window.end,minutes,cpuCores,cpuCoreRequestAverage,cpuCoreUsageAverage,cpuCoreHours,cpuCost,cpuCostAdjustment,cpuEfficiency,gpuCount,gpuHours,gpuCost,gpuCostAdjustment,networkTransferBytes,networkReceiveBytes,networkCost,networkCostAdjustment,loadBalancerCost,loadBalancerCostAdjustment,pvBytes,pvByteHours,pvCost,pvCostAdjustment,ramBytes,ramByteRequestAverage,ramByteUsageAverage,ramByteHours,ramCost,ramCostAdjustment,ramEfficiency,sharedCost,externalCost,totalCost,totalEfficiency,rawAllocationOnly,properties.cluster,properties.container,properties.namespace,properties.pod,properties.node,properties.controller,properties.controllerKind,properties.providerID
coredns-d5b9bfc4-4qwfc,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.00112,0.1,0.001659,0.0,0.011197,0.0,0.0,0.0,0.0,1571433.504148,805591.213549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73400320.0,73400320.0,20193689.6,73400320.0,0.000152,0.0,0.275117,0.0,0.0,0.001811,0.033347,,cluster-one,coredns,kube-system,coredns-d5b9bfc4-4qwfc,ip-192-168-36-153.ec2.internal,coredns,deployment,i-0fa94b0f04cbcc960
coredns-d5b9bfc4-jzx6m,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.001146,0.1,0.001659,0.0,0.011464,0.0,0.0,0.0,0.0,1597443.150792,820855.206757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73400320.0,73400320.0,19975099.733333,73400320.0,0.000152,0.0,0.272139,0.0,0.0,0.001811,0.033342,,cluster-one,coredns,kube-system,coredns-d5b9bfc4-jzx6m,ip-192-168-36-153.ec2.internal,coredns,deployment,i-0fa94b0f04cbcc960
ebs-csi-controller-649df4c499-4tbz4,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.00096,0.0,0.001221,0.00096,1.6e-05,0.0,1.0,0.0,0.0,0.0,0.0,673801.216847,1723920.065367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57207261.866667,0.0,63009928.533333,57207261.866667,0.000118,0.0,1.0,0.0,0.0,0.000134,1.0,,cluster-one,,kube-system,ebs-csi-controller-649df4c499-4tbz4,ip-192-168-36-153.ec2.internal,ebs-csi-controller,deployment,i-0fa94b0f04cbcc960
ebs-csi-controller-649df4c499-c2s7k,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.00326,0.0,0.003268,0.00326,5.4e-05,0.0,1.0,0.0,0.0,0.0,0.0,3311202.470673,6057682.36814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86096145.066667,0.0,86095121.066667,86096145.066667,0.000178,0.0,1.0,0.0,0.0,0.000232,1.0,,cluster-one,,kube-system,ebs-csi-controller-649df4c499-c2s7k,ip-192-168-93-104.ec2.internal,ebs-csi-controller,deployment,i-049e2073289546110
ebs-csi-node-28d9s,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.00037,0.0,0.000455,0.00037,4e-06,0.0,1.0,0.0,0.0,0.0,0.0,170724.277445,163698.995616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26679330.133333,0.0,28538606.933333,26679330.133333,3.7e-05,0.0,1.0,0.0,0.0,4.1e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-28d9s,ip-192-168-38-173.ec2.internal,ebs-csi-node,daemonset,i-05e2ca5c74405b126
ebs-csi-node-79l7n,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.000303,0.0,0.000343,0.000303,2e-06,0.0,1.0,0.0,0.0,0.0,0.0,167976.506308,166432.189433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21229124.266667,0.0,22134784.0,21229124.266667,1.5e-05,0.0,1.0,0.0,0.0,1.7e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-79l7n,ip-192-168-98-93.ec2.internal,ebs-csi-node,daemonset,i-07669448a2765f8ec
ebs-csi-node-cj84q,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.000373,0.0,0.000374,0.000373,6e-06,0.0,1.0,0.0,0.0,0.0,0.0,164212.945036,169582.61173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31817045.333333,0.0,31818888.533333,31817045.333333,6.6e-05,0.0,1.0,0.0,0.0,7.2e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-cj84q,ip-192-168-93-104.ec2.internal,ebs-csi-node,daemonset,i-049e2073289546110
ebs-csi-node-ggdfj,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.000231,0.0,0.000326,0.000231,4e-06,0.0,1.0,0.0,0.0,0.0,0.0,166861.838182,166721.828735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20286259.2,0.0,22871244.8,20286259.2,4.2e-05,0.0,1.0,0.0,0.0,4.6e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-ggdfj,ip-192-168-36-153.ec2.internal,ebs-csi-node,daemonset,i-0fa94b0f04cbcc960
ebs-csi-node-qtqbg,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.000276,0.0,0.000368,0.000276,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,163298.65413,171272.042226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26883447.466667,0.0,30374775.466667,26883447.466667,1.7e-05,0.0,1.0,0.0,0.0,1.8e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-qtqbg,ip-192-168-31-75.ec2.internal,ebs-csi-node,daemonset,i-01f906f4a51f54699
ebs-csi-node-xghmq,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.000116,0.0,0.000412,0.000116,3e-06,0.0,1.0,0.0,0.0,0.0,0.0,170918.214779,163002.729672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17148416.0,0.0,25751825.066667,17148416.0,5.9e-05,0.0,1.0,0.0,0.0,6.2e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-xghmq,ip-192-168-68-116.ec2.internal,ebs-csi-node,daemonset,i-030361cff17caf844
eks-sample-linux-deployment1-7899f64c5f-hck7c,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2873890.133333,0.0,3555328.0,2873890.133333,6e-06,0.0,1.0,0.0,0.0,6e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-hck7c,ip-192-168-36-153.ec2.internal,eks-sample-linux-deployment1,deployment,i-0fa94b0f04cbcc960
eks-sample-linux-deployment1-7899f64c5f-nfflg,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411968.0,0.0,3411968.0,3411968.0,7e-06,0.0,1.0,0.0,0.0,7e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-nfflg,ip-192-168-93-104.ec2.internal,eks-sample-linux-deployment1,deployment,i-049e2073289546110
eks-sample-linux-deployment1-7899f64c5f-td7k7,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3444736.0,0.0,3444736.0,3444736.0,7e-06,0.0,1.0,0.0,0.0,7e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-td7k7,ip-192-168-93-104.ec2.internal,eks-sample-linux-deployment1,deployment,i-049e2073289546110
kube-proxy-7csqh,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.000245,0.1,0.002738,0.0,0.00245,0.0,0.0,0.0,0.0,10046646.199935,8070558.807237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10643012.266667,0.0,15408196.266667,10643012.266667,3.6e-05,0.0,1.0,0.0,0.0,0.002774,0.015529,,cluster-one,kube-proxy,kube-system,kube-proxy-7csqh,ip-192-168-68-116.ec2.internal,kube-proxy,daemonset,i-030361cff17caf844
kube-proxy-8mwg9,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.000232,0.1,0.001659,0.0,0.002324,0.0,0.0,0.0,0.0,250819248.524187,243274486.294837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19073160.533333,0.0,19073365.333333,19073160.533333,4e-05,0.0,1.0,0.0,0.0,0.001699,0.025524,,cluster-one,kube-proxy,kube-system,kube-proxy-8mwg9,ip-192-168-93-104.ec2.internal,kube-proxy,daemonset,i-049e2073289546110
kube-proxy-hf45k,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.000252,0.1,0.001101,0.0,0.002518,0.0,0.0,0.0,0.0,135002220.849757,133233693.826874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15789943.466667,0.0,17382331.733333,15789943.466667,2.2e-05,0.0,1.0,0.0,0.0,0.001122,0.021796,,cluster-one,kube-proxy,kube-system,kube-proxy-hf45k,ip-192-168-38-173.ec2.internal,kube-proxy,daemonset,i-05e2ca5c74405b126
kube-proxy-thb7s,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.000227,0.1,0.000566,0.0,0.00227,0.0,0.0,0.0,0.0,38909449.67678,34543957.399075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12893866.666667,0.0,13337736.533333,12893866.666667,9e-06,0.0,1.0,0.0,0.0,0.000576,0.018071,,cluster-one,kube-proxy,kube-system,kube-proxy-thb7s,ip-192-168-98-93.ec2.internal,kube-proxy,daemonset,i-07669448a2765f8ec
kube-proxy-vfcw8,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.00021,0.1,0.000499,0.0,0.002102,0.0,0.0,0.0,0.0,364266939.817655,358962209.761814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18744934.4,0.0,20448051.2,18744934.4,1.2e-05,0.0,1.0,0.0,0.0,0.00051,0.024908,,cluster-one,kube-proxy,kube-system,kube-proxy-vfcw8,ip-192-168-31-75.ec2.internal,kube-proxy,daemonset,i-01f906f4a51f54699
kube-proxy-vk2db,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.1,0.1,0.000227,0.1,0.001659,0.0,0.00227,0.0,0.0,0.0,0.0,67516494.734096,61001949.994944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12996881.066667,0.0,14575411.2,12996881.066667,2.7e-05,0.0,1.0,0.0,0.0,0.001686,0.018197,,cluster-one,kube-proxy,kube-system,kube-proxy-vk2db,ip-192-168-36-153.ec2.internal,kube-proxy,daemonset,i-0fa94b0f04cbcc960
kubecost-cost-analyzer-f6554499b-6qspl,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.21,0.21,0.003147,0.21,0.003485,0.0,0.014987,0.0,0.0,0.0,0.0,7447114.405852,5876010.973609,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,225965124.266667,115343360.0,187648477.866667,225965124.266667,0.000468,0.0,1.626868,0.0,0.0,0.005677,0.205844,,cluster-one,,kubecost,kubecost-cost-analyzer-f6554499b-6qspl,ip-192-168-36-153.ec2.internal,kubecost-cost-analyzer,deployment,i-0fa94b0f04cbcc960
kubecost-eks-cost-analyzer-557ff9c85f-dpvf5,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.21,0.21,0.002801,0.21,0.001189,0.0,0.013337,0.0,0.0,0.0,0.0,3819403.399315,6019171.325259,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,165042619.733333,115343360.0,111994538.666667,165042619.733333,0.000117,0.0,0.970967,0.0,0.0,0.003031,0.098875,,cluster-one,,kubecost-eks,kubecost-eks-cost-analyzer-557ff9c85f-dpvf5,ip-192-168-98-93.ec2.internal,kubecost-eks-cost-analyzer,deployment,i-07669448a2765f8ec
kubecost-eks-kube-state-metrics-f6d56f59d-bsgnc,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.00165,0.0,0.002039,0.00165,1.8e-05,0.0,1.0,0.0,0.0,0.0,0.0,117837644.483093,6167752.730296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12252603.733333,0.0,13246190.933333,12252603.733333,1.7e-05,0.0,1.0,0.0,0.0,3.5e-05,1.0,,cluster-one,kube-state-metrics,kubecost-eks,kubecost-eks-kube-state-metrics-f6d56f59d-bsgnc,ip-192-168-38-173.ec2.internal,kubecost-eks-kube-state-metrics,deployment,i-05e2ca5c74405b126
kubecost-eks-prometheus-server-dccbc55fd-dpzv9,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.017679,0.0,0.022145,0.017679,8.8e-05,0.0,1.0,0.0,0.0,0.0,0.0,25533394.722543,136573297.162863,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,254059178.666667,0.0,277488640.0,254059178.666667,0.000158,0.0,1.0,0.0,0.0,0.001971,1.0,,cluster-one,,kubecost-eks,kubecost-eks-prometheus-server-dccbc55fd-dpzv9,ip-192-168-31-75.ec2.internal,kubecost-eks-prometheus-server,deployment,i-01f906f4a51f54699
kubecost-eks2-cost-analyzer-6f6b677ddb-2dvg5,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.21,0.21,0.002792,0.21,0.001189,0.0,0.013295,0.0,0.0,0.0,0.0,3531468.122783,5858881.359745,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,157943500.8,115343360.0,105724723.2,157943500.8,0.000112,0.0,0.916609,0.0,0.0,0.003026,0.090808,,cluster-one,,kubecost-eks2,kubecost-eks2-cost-analyzer-6f6b677ddb-2dvg5,ip-192-168-98-93.ec2.internal,kubecost-eks2-cost-analyzer,deployment,i-07669448a2765f8ec
kubecost-eks2-kube-state-metrics-6bbb7bc8f8-js6pw,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.001624,0.0,0.001887,0.001624,8e-06,0.0,1.0,0.0,0.0,0.0,0.0,116627557.48435,6279868.413004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16276889.6,0.0,17133568.0,16276889.6,1e-05,0.0,1.0,0.0,0.0,1.8e-05,1.0,,cluster-one,kube-state-metrics,kubecost-eks2,kubecost-eks2-kube-state-metrics-6bbb7bc8f8-js6pw,ip-192-168-31-75.ec2.internal,kubecost-eks2-kube-state-metrics,deployment,i-01f906f4a51f54699
kubecost-eks2-prometheus-server-5cf5d89fdf-w6ncs,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.007224,0.0,0.008777,0.007224,3.6e-05,0.0,1.0,0.0,0.0,0.0,0.0,5652894.953103,135707048.404295,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,199027063.466667,0.0,219208772.266667,199027063.466667,0.000124,0.0,1.0,0.0,0.0,0.001885,1.0,,cluster-one,,kubecost-eks2,kubecost-eks2-prometheus-server-5cf5d89fdf-w6ncs,ip-192-168-31-75.ec2.internal,kubecost-eks2-prometheus-server,deployment,i-01f906f4a51f54699
kubecost-grafana-7d55ff845d-wnpjj,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.002433,0.0,0.003372,0.002433,4e-05,0.0,1.0,0.0,0.0,0.0,0.0,888105.283178,31064310.310575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105382877.866667,0.0,120283682.133333,105382877.866667,0.000218,0.0,1.0,0.0,0.0,0.000259,1.0,,cluster-one,,kubecost,kubecost-grafana-7d55ff845d-wnpjj,ip-192-168-36-153.ec2.internal,kubecost-grafana,deployment,i-0fa94b0f04cbcc960
kubecost-kube-state-metrics-59fd4555f4-qh4wp,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.001916,0.0,0.001911,0.001916,3.2e-05,0.0,1.0,0.0,0.0,0.0,0.0,117044688.131074,6219850.858346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12951552.0,0.0,12951552.0,12951552.0,2.7e-05,0.0,1.0,0.0,0.0,5.9e-05,1.0,,cluster-one,kube-state-metrics,kubecost,kubecost-kube-state-metrics-59fd4555f4-qh4wp,ip-192-168-93-104.ec2.internal,kubecost-kube-state-metrics,deployment,i-049e2073289546110
kubecost-prometheus-node-exporter-2q7kq,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.000795,0.0,0.001387,0.000795,5e-06,0.0,1.0,0.0,0.0,0.0,0.0,38898111.817188,34535285.508273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10049262.933333,0.0,11931443.2,10049262.933333,7e-06,0.0,1.0,0.0,0.0,1.2e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-2q7kq,ip-192-168-98-93.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-07669448a2765f8ec
kubecost-prometheus-node-exporter-6lksp,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.001089,0.0,0.001551,0.001089,1.8e-05,0.0,1.0,0.0,0.0,0.0,0.0,67271468.915188,60742786.399591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11370393.6,0.0,12536832.0,11370393.6,2.4e-05,0.0,1.0,0.0,0.0,4.2e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-6lksp,ip-192-168-36-153.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-0fa94b0f04cbcc960
kubecost-prometheus-node-exporter-bpx5d,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.001215,0.0,0.001406,0.001215,6e-06,0.0,1.0,0.0,0.0,0.0,0.0,362949541.483295,357610077.235485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11855837.866667,0.0,12349781.333333,11855837.866667,7e-06,0.0,1.0,0.0,0.0,1.3e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-bpx5d,ip-192-168-31-75.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-01f906f4a51f54699
kubecost-prometheus-node-exporter-d4rxn,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.000452,0.0,0.001293,0.000452,1.2e-05,0.0,1.0,0.0,0.0,0.0,0.0,10036003.640752,8062271.286742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9644100.266667,0.0,13638178.133333,9644100.266667,3.3e-05,0.0,1.0,0.0,0.0,4.5e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-d4rxn,ip-192-168-68-116.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-030361cff17caf844
kubecost-prometheus-node-exporter-fs5xt,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.001614,0.0,0.001595,0.001614,2.7e-05,0.0,1.0,0.0,0.0,0.0,0.0,250626964.824095,243012029.654901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12623462.4,0.0,12614451.2,12623462.4,2.6e-05,0.0,1.0,0.0,0.0,5.3e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-fs5xt,ip-192-168-93-104.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-049e2073289546110
kubecost-prometheus-node-exporter-sdf2t,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.001044,0.0,0.001559,0.001044,1.1e-05,0.0,1.0,0.0,0.0,0.0,0.0,135309758.013881,133568843.793998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13476966.4,0.0,15745501.866667,13476966.4,1.9e-05,0.0,1.0,0.0,0.0,3e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-sdf2t,ip-192-168-38-173.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-05e2ca5c74405b126
kubecost-prometheus-server-8697c46bc-5lwb8,2022-12-01 00:00:00.000,2022-12-01 01:00:00.000,60.0,0.006448,0.0,0.006524,0.006448,0.000107,0.0,1.0,0.0,0.0,0.0,0.0,4920637.925126,136699818.495838,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,210901708.8,0.0,210804531.2,210901708.8,0.000437,0.0,1.0,0.0,0.0,0.002269,1.0,,cluster-one,,kubecost,kubecost-prometheus-server-8697c46bc-5lwb8,ip-192-168-93-104.ec2.internal,kubecost-prometheus-server,deployment,i-049e2073289546110
__unmounted__,2022-12-01 01:00:00.000,2022-12-01 02:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450055696.786886,3450055696.786886,0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000176,0.0,,cluster-one,__unmounted__,__unmounted__,__unmounted__,,,,
app,2022-12-01 01:00:00.000,2022-12-01 02:00:00.000,60.0,0.000696,0.0,0.000697,0.000696,1.2e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4224557996.065574,4224557996.065574,0.000216,0.0,3123643.733333,0.0,3123063.466667,3123643.733333,6e-06,0.0,1.0,0.0,0.0,0.000234,1.0,,cluster-one,app,default,app,ip-192-168-93-104.ec2.internal,,,i-049e2073289546110
