name,window.start,window.end,minutes,cpuCores,cpuCoreRequestAverage,cpuCoreUsageAverage,cpuCoreHours,cpuCost,cpuCostAdjustment,cpuEfficiency,gpuCount,gpuHours,gpuCost,gpuCostAdjustment,networkTransferBytes,networkReceiveBytes,networkCost,networkCostAdjustment,loadBalancerCost,loadBalancerCostAdjustment,pvBytes,pvByteHours,pvCost,pvCostAdjustment,ramBytes,ramByteRequestAverage,ramByteUsageAverage,ramByteHours,ramCost,ramCostAdjustment,ramEfficiency,sharedCost,externalCost,totalCost,totalEfficiency,rawAllocationOnly,properties.cluster,properties.container,properties.namespace,properties.pod,properties.node,properties.controller,properties.controllerKind,properties.providerID
coredns-d5b9bfc4-4qwfc,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.001147,0.1,0.001659,0.0,0.011472,0.0,0.0,0.0,0.0,1558025.998537,801379.507301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73400320.0,73400320.0,19557580.8,73400320.0,0.000152,0.0,0.266451,0.0,0.0,0.001811,0.032872,,cluster-one,coredns,kube-system,coredns-d5b9bfc4-4qwfc,ip-192-168-36-153.ec2.internal,coredns,deployment,i-0fa94b0f04cbcc960
coredns-d5b9bfc4-jzx6m,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.001132,0.1,0.001659,0.0,0.011316,0.0,0.0,0.0,0.0,1576070.438383,803875.217565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73400320.0,73400320.0,20254720.0,73400320.0,0.000152,0.0,0.275949,0.0,0.0,0.001811,0.033527,,cluster-one,coredns,kube-system,coredns-d5b9bfc4-jzx6m,ip-192-168-36-153.ec2.internal,coredns,deployment,i-0fa94b0f04cbcc960
ebs-csi-controller-649df4c499-4tbz4,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001252,0.0,0.001264,0.001252,2.1e-05,0.0,1.0,0.0,0.0,0.0,0.0,678720.249769,1731737.473877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63033173.333333,0.0,63031500.8,63033173.333333,0.000131,0.0,1.0,0.0,0.0,0.000151,1.0,,cluster-one,,kube-system,ebs-csi-controller-649df4c499-4tbz4,ip-192-168-36-153.ec2.internal,ebs-csi-controller,deployment,i-0fa94b0f04cbcc960
ebs-csi-controller-649df4c499-c2s7k,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.00166,0.0,0.003247,0.00166,2.8e-05,0.0,1.0,0.0,0.0,0.0,0.0,3307521.789287,6058683.61722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71112089.6,0.0,86339174.4,71112089.6,0.000147,0.0,1.0,0.0,0.0,0.000175,1.0,,cluster-one,,kube-system,ebs-csi-controller-649df4c499-c2s7k,ip-192-168-93-104.ec2.internal,ebs-csi-controller,deployment,i-049e2073289546110
ebs-csi-node-28d9s,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.000411,0.0,0.000416,0.000411,1.1e-05,0.0,1.0,0.0,0.0,0.0,0.0,170121.722876,163462.530793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28268680.533333,0.0,28267042.133333,28268680.533333,9.7e-05,0.0,1.0,0.0,0.0,0.000108,1.0,,cluster-one,,kube-system,ebs-csi-node-28d9s,ip-192-168-38-173.ec2.internal,ebs-csi-node,daemonset,i-05e2ca5c74405b126
ebs-csi-node-79l7n,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.000335,0.0,0.000339,0.000335,2e-06,0.0,1.0,0.0,0.0,0.0,0.0,167374.72833,166436.201234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22187144.533333,0.0,22188236.8,22187144.533333,1.6e-05,0.0,1.0,0.0,0.0,1.8e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-79l7n,ip-192-168-98-93.ec2.internal,ebs-csi-node,daemonset,i-07669448a2765f8ec
ebs-csi-node-cj84q,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.00019,0.0,0.000367,0.00019,3e-06,0.0,1.0,0.0,0.0,0.0,0.0,166265.372081,168185.766716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25682158.933333,0.0,31887564.8,25682158.933333,5.3e-05,0.0,1.0,0.0,0.0,5.6e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-cj84q,ip-192-168-93-104.ec2.internal,ebs-csi-node,daemonset,i-049e2073289546110
ebs-csi-node-ggdfj,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.000327,0.0,0.00033,0.000327,5e-06,0.0,1.0,0.0,0.0,0.0,0.0,166772.99336,166883.232876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22770790.4,0.0,22770892.8,22770790.4,4.7e-05,0.0,1.0,0.0,0.0,5.3e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-ggdfj,ip-192-168-36-153.ec2.internal,ebs-csi-node,daemonset,i-0fa94b0f04cbcc960
ebs-csi-node-hs4md,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.000412,0.0,0.000424,0.000412,1.1e-05,0.0,1.0,0.0,0.0,0.0,0.0,171020.140384,163332.575547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25495005.866667,0.0,25494459.733333,25495005.866667,8.7e-05,0.0,1.0,0.0,0.0,9.8e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-hs4md,ip-192-168-84-15.ec2.internal,ebs-csi-node,daemonset,i-0e6b396413e5bcd57
ebs-csi-node-qtqbg,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.000365,0.0,0.000367,0.000365,2e-06,0.0,1.0,0.0,0.0,0.0,0.0,163336.862781,170630.86693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30465809.066667,0.0,30468369.066667,30465809.066667,1.9e-05,0.0,1.0,0.0,0.0,2.1e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-qtqbg,ip-192-168-31-75.ec2.internal,ebs-csi-node,daemonset,i-01f906f4a51f54699
eks-sample-linux-deployment1-7899f64c5f-hck7c,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3555328.0,0.0,3555328.0,3555328.0,7e-06,0.0,1.0,0.0,0.0,7e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-hck7c,ip-192-168-36-153.ec2.internal,eks-sample-linux-deployment1,deployment,i-0fa94b0f04cbcc960
eks-sample-linux-deployment1-7899f64c5f-nfflg,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388377.6,0.0,3411968.0,2388377.6,5e-06,0.0,1.0,0.0,0.0,5e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-nfflg,ip-192-168-93-104.ec2.internal,eks-sample-linux-deployment1,deployment,i-049e2073289546110
eks-sample-linux-deployment1-7899f64c5f-td7k7,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2669670.4,0.0,3444736.0,2669670.4,6e-06,0.0,1.0,0.0,0.0,6e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-td7k7,ip-192-168-93-104.ec2.internal,eks-sample-linux-deployment1,deployment,i-049e2073289546110
kube-proxy-5v8bx,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.000253,0.1,0.002738,0.0,0.002535,0.0,0.0,0.0,0.0,10079483.33072,8126234.442076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16241152.0,0.0,16243165.866667,16241152.0,5.5e-05,0.0,1.0,0.0,0.0,0.002793,0.022354,,cluster-one,kube-proxy,kube-system,kube-proxy-5v8bx,ip-192-168-84-15.ec2.internal,kube-proxy,daemonset,i-0e6b396413e5bcd57
kube-proxy-8mwg9,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.00024,0.1,0.001659,0.0,0.002402,0.0,0.0,0.0,0.0,250221371.787364,242667836.333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15806088.533333,0.0,18967552.0,15806088.533333,3.3e-05,0.0,1.0,0.0,0.0,0.001692,0.021703,,cluster-one,kube-proxy,kube-system,kube-proxy-8mwg9,ip-192-168-93-104.ec2.internal,kube-proxy,daemonset,i-049e2073289546110
kube-proxy-hf45k,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.000225,0.1,0.002738,0.0,0.002252,0.0,0.0,0.0,0.0,135015943.194172,133260552.905613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16438237.866667,0.0,16437862.4,16438237.866667,5.6e-05,0.0,1.0,0.0,0.0,0.002794,0.022313,,cluster-one,kube-proxy,kube-system,kube-proxy-hf45k,ip-192-168-38-173.ec2.internal,kube-proxy,daemonset,i-05e2ca5c74405b126
kube-proxy-thb7s,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.000231,0.1,0.000566,0.0,0.002312,0.0,0.0,0.0,0.0,37998978.10847,33677502.875697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13294489.6,0.0,13294523.733333,13294489.6,9e-06,0.0,1.0,0.0,0.0,0.000576,0.018595,,cluster-one,kube-proxy,kube-system,kube-proxy-thb7s,ip-192-168-98-93.ec2.internal,kube-proxy,daemonset,i-07669448a2765f8ec
kube-proxy-vfcw8,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.000213,0.1,0.000499,0.0,0.002132,0.0,0.0,0.0,0.0,363756133.519271,358509969.239054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20478839.466667,0.0,20479180.8,20478839.466667,1.3e-05,0.0,1.0,0.0,0.0,0.000511,0.026995,,cluster-one,kube-proxy,kube-system,kube-proxy-vfcw8,ip-192-168-31-75.ec2.internal,kube-proxy,daemonset,i-01f906f4a51f54699
kube-proxy-vk2db,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.1,0.1,0.000228,0.1,0.001659,0.0,0.002282,0.0,0.0,0.0,0.0,64066019.417476,57622236.64248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14719488.0,0.0,14719453.866667,14719488.0,3e-05,0.0,1.0,0.0,0.0,0.00169,0.020283,,cluster-one,kube-proxy,kube-system,kube-proxy-vk2db,ip-192-168-36-153.ec2.internal,kube-proxy,daemonset,i-0fa94b0f04cbcc960
kubecost-cost-analyzer-f6554499b-6qspl,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.21,0.21,0.003104,0.21,0.003485,0.0,0.014782,0.0,0.0,0.0,0.0,4484029.554703,5455937.071969,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,237755050.666667,115343360.0,192014882.133333,237755050.666667,0.000492,0.0,1.664724,0.0,0.0,0.005702,0.219076,,cluster-one,,kubecost,kubecost-cost-analyzer-f6554499b-6qspl,ip-192-168-36-153.ec2.internal,kubecost-cost-analyzer,deployment,i-0fa94b0f04cbcc960
kubecost-eks-cost-analyzer-557ff9c85f-dpvf5,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.21,0.21,0.002746,0.21,0.001189,0.0,0.013076,0.0,0.0,0.0,0.0,3649313.379539,5791996.838973,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,168228864.0,115343360.0,114251639.466667,168228864.0,0.000119,0.0,0.990535,0.0,0.0,0.003033,0.101918,,cluster-one,,kubecost-eks,kubecost-eks-cost-analyzer-557ff9c85f-dpvf5,ip-192-168-98-93.ec2.internal,kubecost-eks-cost-analyzer,deployment,i-07669448a2765f8ec
kubecost-eks-kube-state-metrics-f6d56f59d-bsgnc,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001823,0.0,0.001834,0.001823,5e-05,0.0,1.0,0.0,0.0,0.0,0.0,117839067.6558,6122297.939506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13011558.4,0.0,13012445.866667,13011558.4,4.4e-05,0.0,1.0,0.0,0.0,9.4e-05,1.0,,cluster-one,kube-state-metrics,kubecost-eks,kubecost-eks-kube-state-metrics-f6d56f59d-bsgnc,ip-192-168-38-173.ec2.internal,kubecost-eks-kube-state-metrics,deployment,i-05e2ca5c74405b126
kubecost-eks-prometheus-server-dccbc55fd-dpzv9,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.023164,0.0,0.023319,0.023164,0.000115,0.0,1.0,0.0,0.0,0.0,0.0,25469872.115723,136376120.598277,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,287650713.6,0.0,287652317.866667,287650713.6,0.000179,0.0,1.0,0.0,0.0,0.002019,1.0,,cluster-one,,kubecost-eks,kubecost-eks-prometheus-server-dccbc55fd-dpzv9,ip-192-168-31-75.ec2.internal,kubecost-eks-prometheus-server,deployment,i-01f906f4a51f54699
kubecost-eks2-cost-analyzer-6f6b677ddb-2dvg5,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.21,0.21,0.00278,0.21,0.001189,0.0,0.013237,0.0,0.0,0.0,0.0,3462886.403456,5932526.289273,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,163242222.933333,115343360.0,109003707.733333,163242222.933333,0.000115,0.0,0.945037,0.0,0.0,0.00303,0.09564,,cluster-one,,kubecost-eks2,kubecost-eks2-cost-analyzer-6f6b677ddb-2dvg5,ip-192-168-98-93.ec2.internal,kubecost-eks2-cost-analyzer,deployment,i-07669448a2765f8ec
kubecost-eks2-kube-state-metrics-6bbb7bc8f8-js6pw,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001888,0.0,0.001913,0.001888,9e-06,0.0,1.0,0.0,0.0,0.0,0.0,117038565.769354,6266142.430793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17211392.0,0.0,17211392.0,17211392.0,1.1e-05,0.0,1.0,0.0,0.0,2e-05,1.0,,cluster-one,kube-state-metrics,kubecost-eks2,kubecost-eks2-kube-state-metrics-6bbb7bc8f8-js6pw,ip-192-168-31-75.ec2.internal,kubecost-eks2-kube-state-metrics,deployment,i-01f906f4a51f54699
kubecost-eks2-prometheus-server-5cf5d89fdf-w6ncs,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.009548,0.0,0.009368,0.009548,4.8e-05,0.0,1.0,0.0,0.0,0.0,0.0,5645549.714451,136451193.193626,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,221173964.8,0.0,221074841.6,221173964.8,0.000138,0.0,1.0,0.0,0.0,0.00191,1.0,,cluster-one,,kubecost-eks2,kubecost-eks2-prometheus-server-5cf5d89fdf-w6ncs,ip-192-168-31-75.ec2.internal,kubecost-eks2-prometheus-server,deployment,i-01f906f4a51f54699
kubecost-grafana-7d55ff845d-wnpjj,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.003426,0.0,0.003441,0.003426,5.7e-05,0.0,1.0,0.0,0.0,0.0,0.0,875691.640999,31030110.07173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120742502.4,0.0,120745642.666667,120742502.4,0.00025,0.0,1.0,0.0,0.0,0.000307,1.0,,cluster-one,,kubecost,kubecost-grafana-7d55ff845d-wnpjj,ip-192-168-36-153.ec2.internal,kubecost-grafana,deployment,i-0fa94b0f04cbcc960
kubecost-kube-state-metrics-59fd4555f4-qh4wp,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001123,0.0,0.001894,0.001123,1.9e-05,0.0,1.0,0.0,0.0,0.0,0.0,116817755.532318,6212871.718057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10683972.266667,0.0,12950459.733333,10683972.266667,2.2e-05,0.0,1.0,0.0,0.0,4.1e-05,1.0,,cluster-one,kube-state-metrics,kubecost,kubecost-kube-state-metrics-59fd4555f4-qh4wp,ip-192-168-93-104.ec2.internal,kubecost-kube-state-metrics,deployment,i-049e2073289546110
kubecost-prometheus-node-exporter-2q7kq,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001343,0.0,0.001389,0.001343,8e-06,0.0,1.0,0.0,0.0,0.0,0.0,37942859.739957,33639525.938957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11999197.866667,0.0,11983189.333333,11999197.866667,8e-06,0.0,1.0,0.0,0.0,1.6e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-2q7kq,ip-192-168-98-93.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-07669448a2765f8ec
kubecost-prometheus-node-exporter-6lksp,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.0015,0.0,0.001569,0.0015,2.5e-05,0.0,1.0,0.0,0.0,0.0,0.0,63944596.05592,57523177.263581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12558062.933333,0.0,12563251.2,12558062.933333,2.6e-05,0.0,1.0,0.0,0.0,5.1e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-6lksp,ip-192-168-36-153.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-0fa94b0f04cbcc960
kubecost-prometheus-node-exporter-bpx5d,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001395,0.0,0.001404,0.001395,7e-06,0.0,1.0,0.0,0.0,0.0,0.0,363916265.147917,358667413.743889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12416955.733333,0.0,12412723.2,12416955.733333,8e-06,0.0,1.0,0.0,0.0,1.5e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-bpx5d,ip-192-168-31-75.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-01f906f4a51f54699
kubecost-prometheus-node-exporter-fs5xt,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.000666,0.0,0.001595,0.000666,1.1e-05,0.0,1.0,0.0,0.0,0.0,0.0,250487807.559655,242969721.523345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9506304.0,0.0,12899054.933333,9506304.0,2e-05,0.0,1.0,0.0,0.0,3.1e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-fs5xt,ip-192-168-93-104.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-049e2073289546110
kubecost-prometheus-node-exporter-lwb4l,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001352,0.0,0.001386,0.001352,3.7e-05,0.0,1.0,0.0,0.0,0.0,0.0,10063985.826149,8116012.043038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13946402.133333,0.0,13954116.266667,13946402.133333,4.8e-05,0.0,1.0,0.0,0.0,8.5e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-lwb4l,ip-192-168-84-15.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-0e6b396413e5bcd57
kubecost-prometheus-node-exporter-sdf2t,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.001441,0.0,0.001439,0.001441,3.9e-05,0.0,1.0,0.0,0.0,0.0,0.0,135270907.366955,133600342.435567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14473864.533333,0.0,14483456.0,14473864.533333,4.9e-05,0.0,1.0,0.0,0.0,8.9e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-sdf2t,ip-192-168-38-173.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-05e2ca5c74405b126
kubecost-prometheus-server-8697c46bc-5lwb8,2022-11-30 00:00:00.000,2022-11-30 01:00:00.000,60.0,0.004525,0.0,0.006157,0.004525,7.5e-05,0.0,1.0,0.0,0.0,0.0,0.0,4521150.170257,136361922.689992,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,186237952.0,0.0,217464149.333333,186237952.0,0.000386,0.0,1.0,0.0,0.0,0.002186,1.0,,cluster-one,,kubecost,kubecost-prometheus-server-8697c46bc-5lwb8,ip-192-168-93-104.ec2.internal,kubecost-prometheus-server,deployment,i-049e2073289546110
__unmounted__,2022-11-30 01:00:00.000,2022-11-30 02:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450055696.786886,3450055696.786886,0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000176,0.0,,cluster-one,__unmounted__,__unmounted__,__unmounted__,,,,
app,2022-11-30 01:00:00.000,2022-11-30 02:00:00.000,60.0,0.000244,0.0,0.000694,0.000244,4e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4224557996.065574,4224557996.065574,0.000216,0.0,2234743.466667,0.0,3121902.933333,2234743.466667,5e-06,0.0,1.0,0.0,0.0,0.000224,1.0,,cluster-one,app,default,app,ip-192-168-93-104.ec2.internal,,,i-049e2073289546110
