name,window.start,window.end,minutes,cpuCores,cpuCoreRequestAverage,cpuCoreUsageAverage,cpuCoreHours,cpuCost,cpuCostAdjustment,cpuEfficiency,gpuCount,gpuHours,gpuCost,gpuCostAdjustment,networkTransferBytes,networkReceiveBytes,networkCost,networkCostAdjustment,loadBalancerCost,loadBalancerCostAdjustment,pvBytes,pvByteHours,pvCost,pvCostAdjustment,ramBytes,ramByteRequestAverage,ramByteUsageAverage,ramByteHours,ramCost,ramCostAdjustment,ramEfficiency,sharedCost,externalCost,totalCost,totalEfficiency,rawAllocationOnly,properties.cluster,properties.container,properties.namespace,properties.pod,properties.node,properties.controller,properties.controllerKind,properties.providerID
coredns-d5b9bfc4-4qwfc,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.001154,0.1,0.001659,0.0,0.011542,0.0,0.0,0.0,0.0,1595626.361626,822796.640833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73400320.0,73400320.0,19833856.0,73400320.0,0.000152,0.0,0.270215,0.0,0.0,0.001811,0.033252,,cluster-one,coredns,kube-system,coredns-d5b9bfc4-4qwfc,ip-192-168-36-153.ec2.internal,coredns,deployment,i-0fa94b0f04cbcc960
coredns-d5b9bfc4-jzx6m,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.001132,0.1,0.001659,0.0,0.011319,0.0,0.0,0.0,0.0,1609144.64586,821324.14044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73400320.0,73400320.0,19920759.466667,73400320.0,0.000152,0.0,0.271399,0.0,0.0,0.001811,0.033147,,cluster-one,coredns,kube-system,coredns-d5b9bfc4-jzx6m,ip-192-168-36-153.ec2.internal,coredns,deployment,i-0fa94b0f04cbcc960
ebs-csi-controller-649df4c499-4tbz4,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.00125,0.0,0.001253,0.00125,2.1e-05,0.0,1.0,0.0,0.0,0.0,0.0,679714.37117,1726641.697821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63111714.133333,0.0,63114513.066667,63111714.133333,0.000131,0.0,1.0,0.0,0.0,0.000151,1.0,,cluster-one,,kube-system,ebs-csi-controller-649df4c499-4tbz4,ip-192-168-36-153.ec2.internal,ebs-csi-controller,deployment,i-0fa94b0f04cbcc960
ebs-csi-controller-649df4c499-c2s7k,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.003233,0.0,0.003249,0.003233,5.4e-05,0.0,1.0,0.0,0.0,0.0,0.0,3315917.090119,6062890.296348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86380032.0,0.0,86371942.4,86380032.0,0.000179,0.0,1.0,0.0,0.0,0.000233,1.0,,cluster-one,,kube-system,ebs-csi-controller-649df4c499-c2s7k,ip-192-168-93-104.ec2.internal,ebs-csi-controller,deployment,i-049e2073289546110
ebs-csi-node-79l7n,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.000337,0.0,0.000338,0.000337,2e-06,0.0,1.0,0.0,0.0,0.0,0.0,167813.892455,166203.991382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22155605.333333,0.0,22155810.133333,22155605.333333,1.6e-05,0.0,1.0,0.0,0.0,1.8e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-79l7n,ip-192-168-98-93.ec2.internal,ebs-csi-node,daemonset,i-07669448a2765f8ec
ebs-csi-node-bq96z,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.000431,0.0,0.000447,0.000431,1.2e-05,0.0,1.0,0.0,0.0,0.0,0.0,169940.701941,163810.393059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27902088.533333,0.0,27901269.333333,27902088.533333,9.5e-05,0.0,1.0,0.0,0.0,0.000107,1.0,,cluster-one,,kube-system,ebs-csi-node-bq96z,ip-192-168-19-143.ec2.internal,ebs-csi-node,daemonset,i-06646d0cbbbc345e8
ebs-csi-node-cj84q,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.000369,0.0,0.000374,0.000369,6e-06,0.0,1.0,0.0,0.0,0.0,0.0,165335.211172,168448.577198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31566438.4,0.0,31567803.733333,31566438.4,6.5e-05,0.0,1.0,0.0,0.0,7.2e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-cj84q,ip-192-168-93-104.ec2.internal,ebs-csi-node,daemonset,i-049e2073289546110
ebs-csi-node-ggdfj,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.000335,0.0,0.000335,0.000335,6e-06,0.0,1.0,0.0,0.0,0.0,0.0,165614.444336,167374.80972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22896742.4,0.0,22900667.733333,22896742.4,4.7e-05,0.0,1.0,0.0,0.0,5.3e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-ggdfj,ip-192-168-36-153.ec2.internal,ebs-csi-node,daemonset,i-0fa94b0f04cbcc960
ebs-csi-node-qtqbg,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.000366,0.0,0.000367,0.000366,2e-06,0.0,1.0,0.0,0.0,0.0,0.0,165168.42045,169142.765571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30267801.6,0.0,30268484.266667,30267801.6,1.9e-05,0.0,1.0,0.0,0.0,2.1e-05,1.0,,cluster-one,,kube-system,ebs-csi-node-qtqbg,ip-192-168-31-75.ec2.internal,ebs-csi-node,daemonset,i-01f906f4a51f54699
ebs-csi-node-rfljw,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.00041,0.0,0.000412,0.00041,1.1e-05,0.0,1.0,0.0,0.0,0.0,0.0,170958.525135,163305.85181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26314171.733333,0.0,26316117.333333,26314171.733333,9e-05,0.0,1.0,0.0,0.0,0.000101,1.0,,cluster-one,,kube-system,ebs-csi-node-rfljw,ip-192-168-224-223.ec2.internal,ebs-csi-node,daemonset,i-0dd2708e1b331ea0b
eks-sample-linux-deployment1-7899f64c5f-hck7c,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3555328.0,0.0,3555328.0,3555328.0,7e-06,0.0,1.0,0.0,0.0,7e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-hck7c,ip-192-168-36-153.ec2.internal,eks-sample-linux-deployment1,deployment,i-0fa94b0f04cbcc960
eks-sample-linux-deployment1-7899f64c5f-nfflg,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411968.0,0.0,3411968.0,3411968.0,7e-06,0.0,1.0,0.0,0.0,7e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-nfflg,ip-192-168-93-104.ec2.internal,eks-sample-linux-deployment1,deployment,i-049e2073289546110
eks-sample-linux-deployment1-7899f64c5f-td7k7,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3444736.0,0.0,3444736.0,3444736.0,7e-06,0.0,1.0,0.0,0.0,7e-06,1.0,,cluster-one,nginx,eks-sample-app1,eks-sample-linux-deployment1-7899f64c5f-td7k7,ip-192-168-93-104.ec2.internal,eks-sample-linux-deployment1,deployment,i-049e2073289546110
kube-proxy-8mwg9,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.000238,0.1,0.001659,0.0,0.002384,0.0,0.0,0.0,0.0,251313957.275926,243774097.217997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19266798.933333,0.0,19265058.133333,19266798.933333,4e-05,0.0,1.0,0.0,0.0,0.001699,0.025812,,cluster-one,kube-proxy,kube-system,kube-proxy-8mwg9,ip-192-168-93-104.ec2.internal,kube-proxy,daemonset,i-049e2073289546110
kube-proxy-chxsl,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.000244,0.1,0.002738,0.0,0.002444,0.0,0.0,0.0,0.0,135458278.906389,133751887.070826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16429226.666667,0.0,16430284.8,16429226.666667,5.6e-05,0.0,1.0,0.0,0.0,0.002794,0.02249,,cluster-one,kube-proxy,kube-system,kube-proxy-chxsl,ip-192-168-19-143.ec2.internal,kube-proxy,daemonset,i-06646d0cbbbc345e8
kube-proxy-jzjbr,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.000248,0.1,0.002738,0.0,0.002479,0.0,0.0,0.0,0.0,9922590.285666,8174844.790738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15200972.8,0.0,15212407.466667,15200972.8,5.2e-05,0.0,1.0,0.0,0.0,0.002789,0.021054,,cluster-one,kube-proxy,kube-system,kube-proxy-jzjbr,ip-192-168-224-223.ec2.internal,kube-proxy,daemonset,i-0dd2708e1b331ea0b
kube-proxy-thb7s,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.000229,0.1,0.000566,0.0,0.002293,0.0,0.0,0.0,0.0,39207259.652194,34873252.724605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13184955.733333,0.0,13182702.933333,13184955.733333,9e-06,0.0,1.0,0.0,0.0,0.000576,0.018444,,cluster-one,kube-proxy,kube-system,kube-proxy-thb7s,ip-192-168-98-93.ec2.internal,kube-proxy,daemonset,i-07669448a2765f8ec
kube-proxy-vfcw8,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.000216,0.1,0.000499,0.0,0.002156,0.0,0.0,0.0,0.0,364662489.392411,359386766.30434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20479453.866667,0.0,20479453.866667,20479453.866667,1.3e-05,0.0,1.0,0.0,0.0,0.000511,0.027019,,cluster-one,kube-proxy,kube-system,kube-proxy-vfcw8,ip-192-168-31-75.ec2.internal,kube-proxy,daemonset,i-01f906f4a51f54699
kube-proxy-vk2db,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.1,0.1,0.000233,0.1,0.001659,0.0,0.002328,0.0,0.0,0.0,0.0,65352691.045348,58873335.879601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14645282.133333,0.0,14644155.733333,14645282.133333,3e-05,0.0,1.0,0.0,0.0,0.00169,0.020238,,cluster-one,kube-proxy,kube-system,kube-proxy-vk2db,ip-192-168-36-153.ec2.internal,kube-proxy,daemonset,i-0fa94b0f04cbcc960
kubecost-cost-analyzer-f6554499b-6qspl,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.21,0.21,0.003269,0.21,0.003485,0.0,0.015565,0.0,0.0,0.0,0.0,4766831.531143,6002201.558053,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,233851084.8,115343360.0,188146688.0,233851084.8,0.000484,0.0,1.631188,0.0,0.0,0.005694,0.212727,,cluster-one,,kubecost,kubecost-cost-analyzer-f6554499b-6qspl,ip-192-168-36-153.ec2.internal,kubecost-cost-analyzer,deployment,i-0fa94b0f04cbcc960
kubecost-eks-cost-analyzer-557ff9c85f-dpvf5,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.21,0.21,0.002805,0.21,0.001189,0.0,0.013356,0.0,0.0,0.0,0.0,3857605.877782,6174204.224656,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,167036279.466667,115343360.0,113248529.066667,167036279.466667,0.000118,0.0,0.981838,0.0,0.0,0.003032,0.100813,,cluster-one,,kubecost-eks,kubecost-eks-cost-analyzer-557ff9c85f-dpvf5,ip-192-168-98-93.ec2.internal,kubecost-eks-cost-analyzer,deployment,i-07669448a2765f8ec
kubecost-eks-kube-state-metrics-f6d56f59d-2pt4p,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.002103,0.0,0.002177,0.002103,5.8e-05,0.0,1.0,0.0,0.0,0.0,0.0,117407815.101781,6359367.314522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12398899.2,0.0,12401868.8,12398899.2,4.2e-05,0.0,1.0,0.0,0.0,0.0001,1.0,,cluster-one,kube-state-metrics,kubecost-eks,kubecost-eks-kube-state-metrics-f6d56f59d-2pt4p,ip-192-168-19-143.ec2.internal,kubecost-eks-kube-state-metrics,deployment,i-06646d0cbbbc345e8
kubecost-eks-prometheus-server-dccbc55fd-dpzv9,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.022568,0.0,0.022608,0.022568,0.000113,0.0,1.0,0.0,0.0,0.0,0.0,25640893.365044,136293762.564061,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,300457096.533333,0.0,300412040.533333,300457096.533333,0.000187,0.0,1.0,0.0,0.0,0.002024,1.0,,cluster-one,,kubecost-eks,kubecost-eks-prometheus-server-dccbc55fd-dpzv9,ip-192-168-31-75.ec2.internal,kubecost-eks-prometheus-server,deployment,i-01f906f4a51f54699
kubecost-eks2-cost-analyzer-6f6b677ddb-2dvg5,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.21,0.21,0.002792,0.21,0.001189,0.0,0.013295,0.0,0.0,0.0,0.0,3505738.27656,5958492.423902,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,161169954.133333,115343360.0,107085960.533333,161169954.133333,0.000114,0.0,0.92841,0.0,0.0,0.003028,0.093285,,cluster-one,,kubecost-eks2,kubecost-eks2-cost-analyzer-6f6b677ddb-2dvg5,ip-192-168-98-93.ec2.internal,kubecost-eks2-cost-analyzer,deployment,i-07669448a2765f8ec
kubecost-eks2-kube-state-metrics-6bbb7bc8f8-js6pw,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.001906,0.0,0.001907,0.001906,1e-05,0.0,1.0,0.0,0.0,0.0,0.0,116711164.127868,6296446.320393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17215488.0,0.0,17215488.0,17215488.0,1.1e-05,0.0,1.0,0.0,0.0,2e-05,1.0,,cluster-one,kube-state-metrics,kubecost-eks2,kubecost-eks2-kube-state-metrics-6bbb7bc8f8-js6pw,ip-192-168-31-75.ec2.internal,kubecost-eks2-kube-state-metrics,deployment,i-01f906f4a51f54699
kubecost-eks2-prometheus-server-5cf5d89fdf-w6ncs,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.009244,0.0,0.009029,0.009244,4.6e-05,0.0,1.0,0.0,0.0,0.0,0.0,5725176.86023,136334340.314172,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,244451191.466667,0.0,244552362.666667,244451191.466667,0.000152,0.0,1.0,0.0,0.0,0.001923,1.0,,cluster-one,,kubecost-eks2,kubecost-eks2-prometheus-server-5cf5d89fdf-w6ncs,ip-192-168-31-75.ec2.internal,kubecost-eks2-prometheus-server,deployment,i-01f906f4a51f54699
kubecost-grafana-7d55ff845d-wnpjj,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.003409,0.0,0.003431,0.003409,5.7e-05,0.0,1.0,0.0,0.0,0.0,0.0,889199.446503,31000388.01208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120806058.666667,0.0,120756292.266667,120806058.666667,0.00025,0.0,1.0,0.0,0.0,0.000307,1.0,,cluster-one,,kubecost,kubecost-grafana-7d55ff845d-wnpjj,ip-192-168-36-153.ec2.internal,kubecost-grafana,deployment,i-0fa94b0f04cbcc960
kubecost-kube-state-metrics-59fd4555f4-qh4wp,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.0019,0.0,0.001917,0.0019,3.2e-05,0.0,1.0,0.0,0.0,0.0,0.0,117002578.175116,6267306.458675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13246464.0,0.0,13246464.0,13246464.0,2.7e-05,0.0,1.0,0.0,0.0,5.9e-05,1.0,,cluster-one,kube-state-metrics,kubecost,kubecost-kube-state-metrics-59fd4555f4-qh4wp,ip-192-168-93-104.ec2.internal,kubecost-kube-state-metrics,deployment,i-049e2073289546110
kubecost-prometheus-node-exporter-2pcjc,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.001617,0.0,0.00173,0.001617,4.4e-05,0.0,1.0,0.0,0.0,0.0,0.0,135220128.007959,133500583.192484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14584251.733333,0.0,14609885.866667,14584251.733333,5e-05,0.0,1.0,0.0,0.0,9.4e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-2pcjc,ip-192-168-19-143.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-06646d0cbbbc345e8
kubecost-prometheus-node-exporter-2q7kq,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.001389,0.0,0.0014,0.001389,8e-06,0.0,1.0,0.0,0.0,0.0,0.0,39243337.049251,34896633.514331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12021213.866667,0.0,12061218.133333,12021213.866667,8e-06,0.0,1.0,0.0,0.0,1.6e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-2q7kq,ip-192-168-98-93.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-07669448a2765f8ec
kubecost-prometheus-node-exporter-4n6tn,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.001333,0.0,0.001339,0.001333,3.6e-05,0.0,1.0,0.0,0.0,0.0,0.0,9913343.566967,8188479.189843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13421192.533333,0.0,13445393.066667,13421192.533333,4.6e-05,0.0,1.0,0.0,0.0,8.2e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-4n6tn,ip-192-168-224-223.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-0dd2708e1b331ea0b
kubecost-prometheus-node-exporter-6lksp,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.001545,0.0,0.001584,0.001545,2.6e-05,0.0,1.0,0.0,0.0,0.0,0.0,64922283.548474,58433978.147691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12315955.2,0.0,12331144.533333,12315955.2,2.6e-05,0.0,1.0,0.0,0.0,5.1e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-6lksp,ip-192-168-36-153.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-0fa94b0f04cbcc960
kubecost-prometheus-node-exporter-bpx5d,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.001387,0.0,0.001396,0.001387,7e-06,0.0,1.0,0.0,0.0,0.0,0.0,364509302.87718,359253940.383117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12514645.333333,0.0,12484812.8,12514645.333333,8e-06,0.0,1.0,0.0,0.0,1.5e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-bpx5d,ip-192-168-31-75.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-01f906f4a51f54699
kubecost-prometheus-node-exporter-fs5xt,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.001642,0.0,0.001623,0.001642,2.7e-05,0.0,1.0,0.0,0.0,0.0,0.0,251090448.157281,243533872.470903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12622028.8,0.0,12598886.4,12622028.8,2.6e-05,0.0,1.0,0.0,0.0,5.3e-05,1.0,,cluster-one,prometheus-node-exporter,kubecost,kubecost-prometheus-node-exporter-fs5xt,ip-192-168-93-104.ec2.internal,kubecost-prometheus-node-exporter,daemonset,i-049e2073289546110
kubecost-prometheus-server-8697c46bc-5lwb8,2022-12-02 00:00:00.000,2022-12-02 01:00:00.000,60.0,0.006662,0.0,0.006822,0.006662,0.000111,0.0,1.0,0.0,0.0,0.0,0.0,5005217.257951,136755155.577306,0.0,0.0,0.0,0.0,33796463968.52459,33796463968.52459,0.001725,0.0,229516083.2,0.0,229434436.266667,229516083.2,0.000475,0.0,1.0,0.0,0.0,0.002311,1.0,,cluster-one,,kubecost,kubecost-prometheus-server-8697c46bc-5lwb8,ip-192-168-93-104.ec2.internal,kubecost-prometheus-server,deployment,i-049e2073289546110
__unmounted__,2022-12-02 01:00:00.000,2022-12-02 02:00:00.000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450055696.786886,3450055696.786886,0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000176,0.0,,cluster-one,__unmounted__,__unmounted__,__unmounted__,,,,
